,rankings_blue_top,rankings_blue_jungle,rankings_blue_mid,rankings_blue_adc,rankings_blue_support,rankings_red_top,rankings_red_jungle,rankings_red_mid,rankings_red_adc,rankings_red_support,champ_winrate_blue_top,champ_winrate_blue_jungle,champ_winrate_blue_mid,champ_winrate_blue_adc,champ_winrate_blue_support,champ_winrate_red_top,champ_winrate_red_jungle,champ_winrate_red_mid,champ_winrate_red_adc,champ_winrate_red_support,champ_total_games_blue_top,champ_total_games_blue_jungle,champ_total_games_blue_mid,champ_total_games_blue_adc,champ_total_games_blue_support,champ_total_games_red_top,champ_total_games_red_jungle,champ_total_games_red_mid,champ_total_games_red_adc,champ_total_games_red_support,result
474,540,560,540,540,560,580,540,540,560,560,0.44,0.49,0.62,0.25,0.46,0.33,0.65,0.56,0.62,0.44,23,220,21,4,24,3,20,34,26,9,0
475,540,560,540,540,540,560,560,560,560,520,0.43,0.33,0.42,0.25,0.55,0.69,0.5,0.58,0.33,0.62,7,3,19,4,80,16,6,60,18,21,0
476,560,560,540,540,540,540,540,560,580,560,0.4,0.54,0.6,0.44,0.0,0.54,0.57,0.75,0.56,0.5,5,262,5,45,1,13,67,4,9,4,0
477,560,560,560,560,560,560,560,560,560,560,0.68,0.5,0.53,0.89,0.43,0.54,0.54,0.56,0.57,0.57,25,2,45,9,7,107,262,9,95,7,1
478,480,520,580,560,560,560,580,560,580,560,0.0,0.71,0.42,0.54,0.42,0.4,0.54,0.33,0.38,0.33,1,17,19,153,66,81,13,6,16,3,0
479,480,560,560,560,560,580,520,560,580,480,0.5,0.61,0.4,0.54,0.33,0.53,0.55,0.0,0.0,0.55,2,46,5,153,6,175,190,5,1,60,0
480,540,560,540,560,560,560,560,580,560,560,0.33,0.67,0.0,0.54,0.5,0.5,0.61,0.6,0.43,0.52,12,12,2,153,6,4,28,67,30,58,0
481,540,560,560,560,560,560,560,580,580,560,0.0,0.52,0.0,0.5,0.63,0.63,0.4,0.5,0.86,0.5,1,140,3,34,16,8,10,30,7,4,0
482,540,560,580,580,560,560,560,580,540,560,0.61,0.54,0.57,0.5,0.8,0.66,0.54,0.62,1.0,0.38,206,26,960,20,10,119,262,13,1,8,0
483,560,560,580,560,520,540,560,560,560,560,0.43,0.5,0.46,0.5,0.52,0.67,0.52,0.38,0.0,0.43,40,52,13,8,31,3,140,21,1,7,1
484,560,560,560,560,540,560,480,520,560,580,0.59,0.52,0.53,0.59,0.51,0.64,0.0,0.0,0.63,0.57,145,140,30,66,35,174,1,3,8,81,0
485,680,660,680,700,680,680,680,680,660,660,0.5,0.5,0.64,0.66,0.62,0.51,0.63,0.59,0.53,0.58,8,30,11,101,13,116,8,86,150,153,0
486,680,660,660,660,660,660,0,660,620,680,0.52,0.66,0.67,0.53,0.58,0.71,0.73,0.44,0.0,0.63,506,70,3,150,153,7,11,16,1,24,0
487,640,660,660,680,640,0,520,520,660,660,0.6,0.61,0.44,0.54,0.77,0.33,0.76,0.7,0.53,0.58,15,88,16,46,17,3,25,10,150,153,1
488,660,640,620,660,660,680,680,680,660,660,0.67,0.69,0.0,0.45,0.36,0.79,0.71,0.67,0.53,0.58,3,67,1,85,11,28,14,3,150,153,0
489,680,660,660,660,620,660,660,580,700,580,0.56,0.53,0.64,0.53,0.58,0.49,0.56,0.5,0.58,0.5,670,274,89,150,153,69,721,2,393,18,0
490,680,680,700,680,680,660,680,680,660,620,0.63,0.5,0.68,0.56,0.52,0.56,0.61,0.59,0.53,0.58,80,146,84,72,102,25,146,75,150,153,1
491,560,620,580,620,580,620,620,560,620,580,0.53,0.58,0.0,0.55,0.62,1.0,0.44,0.5,0.43,0.63,68,97,4,260,138,1,9,44,7,93,0
492,620,560,580,560,580,580,580,640,580,620,0.54,0.59,0.25,0.53,0.53,0.42,0.73,0.0,0.63,0.5,95,177,4,17,38,12,11,3,8,20,0
493,580,620,580,620,640,640,620,580,620,580,0.62,0.43,0.52,0.54,0.61,0.75,0.0,0.73,0.48,0.42,65,7,21,184,46,4,1,22,23,24,1
494,580,580,580,580,580,580,620,620,580,580,0.58,0.64,0.54,0.54,0.36,1.0,0.67,0.67,0.47,0.61,191,218,28,37,14,1,6,3,105,54,0
495,580,560,560,540,560,560,580,560,560,580,0.38,0.59,0.54,0.25,0.6,0.45,0.55,0.71,0.58,0.36,16,17,24,8,77,20,359,7,86,14,0
496,580,560,580,580,580,620,580,620,580,580,0.55,0.53,0.6,0.5,0.53,0.51,0.56,0.53,0.63,0.42,368,36,5,8,30,624,197,64,19,24,1
497,560,560,620,580,520,580,620,560,560,580,0.25,0.0,0.58,0.38,0.0,0.33,0.33,0.57,0.35,0.42,4,3,195,8,2,3,6,201,26,24,0
498,520,540,580,540,520,480,440,580,560,520,0.2,0.63,0.5,0.33,0.5,0.85,0.6,0.61,0.78,0.86,5,216,30,9,98,20,5,106,9,21,0
499,540,540,560,540,520,540,560,560,540,540,0.47,0.58,0.67,0.57,0.47,1.0,0.39,1.0,0.57,1.0,19,77,9,51,129,1,13,2,70,1,0
500,560,560,560,560,520,540,620,560,560,560,0.54,0.55,0.47,0.47,0.43,0.5,0.56,0.54,0.59,0.53,68,99,15,66,7,2,16,86,51,15,0
501,580,560,540,560,560,560,520,560,560,580,0.55,0.4,0.56,0.78,0.57,0.54,0.5,0.5,0.58,0.0,20,15,9,9,237,68,12,2,26,3,0
502,560,580,540,580,560,580,560,560,560,580,0.33,0.71,0.3,0.53,0.4,0.25,0.5,0.67,0.5,0.38,3,7,10,157,5,4,4,9,4,32,0
503,0,560,560,420,560,460,560,0,640,420,0.33,0.64,0.67,0.64,0.53,0.69,0.75,1.0,0.67,1.0,15,39,9,22,80,13,4,1,42,4,0
504,560,560,540,560,520,520,560,540,580,540,0.6,0.56,0.57,0.33,0.5,0.46,0.71,0.51,0.57,0.63,10,16,111,9,98,13,55,123,145,16,0
505,560,520,560,560,520,560,540,540,560,560,0.67,0.43,0.54,0.5,0.56,0.61,0.52,0.57,0.57,0.59,3,7,26,6,18,18,115,171,184,110,0
506,520,580,560,560,580,560,620,560,620,620,0.6,0.62,0.44,0.42,0.54,1.0,0.3,0.56,0.49,0.56,68,186,18,12,273,1,23,759,118,155,0
507,540,560,540,560,520,560,540,560,520,580,0.67,0.48,0.37,0.33,0.47,0.52,0.51,0.56,0.59,0.54,24,58,51,3,129,426,140,59,69,366,0
508,540,560,540,540,540,580,540,560,560,520,0.67,0.52,0.53,0.27,0.38,0.61,0.67,0.75,0.5,0.58,3,796,61,11,24,57,9,4,6,96,0
509,520,540,540,580,480,540,560,540,560,520,0.0,0.6,0.6,0.61,0.65,0.5,0.8,0.55,0.71,0.52,1,5,232,194,75,4,5,174,17,191,0
510,540,520,560,520,480,560,420,580,520,480,0.5,0.45,0.33,0.5,0.54,0.5,0.94,0.72,0.33,0.5,32,106,9,4,120,2,16,50,6,4,0
511,520,540,520,520,480,520,540,540,480,540,0.55,0.6,0.64,0.33,0.52,0.0,0.25,0.5,0.2,0.54,80,10,160,3,191,2,4,4,5,108,0
512,520,560,540,540,480,520,460,520,540,520,0.66,0.59,0.53,0.53,0.58,0.5,0.67,0.56,0.83,0.58,112,17,15,55,67,4,3,9,18,96,0
513,520,540,540,560,520,520,520,540,560,520,0.56,0.68,0.72,0.5,0.56,0.5,0.33,0.51,0.58,0.5,9,66,25,6,18,8,3,146,19,12,0
514,460,520,520,520,480,520,480,520,480,480,0.47,0.62,0.0,0.58,0.33,0.51,0.67,0.66,0.67,0.54,15,77,6,419,6,53,33,29,9,120,0
515,480,480,520,520,520,520,520,520,480,480,0.67,0.61,0.53,0.6,0.54,0.67,0.6,0.58,0.33,0.52,9,43,47,10,13,15,20,60,9,191,0
516,520,440,540,480,480,540,520,460,460,520,0.48,0.47,0.59,0.5,0.54,0.49,0.58,0.57,0.6,0.17,306,15,73,6,120,45,89,65,10,6,0
517,460,420,520,560,480,460,520,540,480,480,0.5,0.0,0.57,0.62,0.36,0.67,0.57,0.64,0.33,0.52,4,4,100,47,11,6,107,14,9,191,0
518,520,520,540,520,520,480,480,520,540,520,0.53,0.7,0.56,0.42,0.58,0.0,0.0,0.33,0.49,0.53,103,10,9,82,97,1,1,3,105,73,1
519,520,520,520,540,520,480,520,460,520,560,0.54,0.56,0.73,1.0,0.83,0.5,0.5,0.0,0.33,0.54,13,149,26,2,6,2,86,3,18,28,1
520,480,520,460,520,540,520,420,0,540,560,0.67,0.83,1.0,0.46,0.39,0.5,0.54,0.33,0.29,0.67,9,6,1,35,13,6,52,6,14,27,0
521,540,520,520,540,520,480,540,460,540,460,0.53,0.67,0.33,0.52,0.56,0.0,0.55,0.68,0.43,0.33,47,18,3,89,88,1,134,34,7,3,1
522,480,460,460,460,460,480,480,480,520,460,0.67,0.46,0.68,0.5,0.5,0.33,0.64,0.0,0.49,0.33,9,41,34,6,2,3,22,1,37,3,0
523,480,520,460,480,520,460,460,420,480,460,0.5,0.63,0.68,1.0,0.39,0.0,0.64,0.2,0.0,0.36,2,19,34,2,13,3,42,5,1,14,0
524,520,480,480,460,520,480,480,460,520,480,0.43,0.59,0.25,0.45,0.38,0.67,1.0,0.68,1.0,0.52,14,32,4,64,8,9,1,34,3,29,0
525,520,520,540,540,520,540,520,520,480,540,0.33,0.63,0.49,0.53,0.61,0.56,0.55,0.46,0.33,0.54,3,24,69,66,18,43,20,103,3,186,1
